Call ID,Timestamp,Customer ID,Customer Segment,Call Type,Call Duration (minutes),Customer Satisfaction Rating,Issue Category,Transcript,Keywords/Topics Discussed,Resolution Status,Action Taken,Sales Opportunity Identified,Optimization Opportunity Identified
1,2023-05-04 09:05:00,CUST001,Residential,Technical,20,4,Service Interruption,Customer reported internet outage in the area, seeking ETA for resolution.,Internet, Outage, ETA,Yes,Dispatched technician for onsite visit,No,Yes
16,2023-05-17 11:25:00,CUST016,Residential,Billing,14,4,Billing,Customer disputed international calling charges on bill.,Billing, International Calls,Yes,Verified call logs and refunded erroneous charges,No,No
17,2023-05-18 08:40:00,CUST017,Business,Technical,22,3,Service Interruption,Customer complained about poor call quality on office VoIP phone system.,VoIP, Call Quality,Yes,Analyzed network traffic and adjusted settings,No,Yes
18,2023-05-19 12:05:00,CUST018,Residential,Inquiry,15,5,General Inquiry,Customer inquired about upgrading home security monitoring service.,Security, Upgrade,Yes,Offered enhanced security package,No,Yes
19,2023-05-20 09:15:00,CUST019,Residential,Billing,28,2,Billing,Customer reported discrepancies in monthly bill charges.,Billing, Discrepancies,Yes,Investigated billing records and issued correction,No,Yes
20,2023-05-21 14:50:00,CUST020,Business,Technical,19,4,Service Interruption,Customer reported issues with conference call functionality on office phone system.,Conference Calls, Issues,Yes,Performed system update and tested functionality,No,Yes
21,2023-05-22 11:30:00,CUST021,Residential,Technical,27,3,Service Interruption,Customer complained about frequent dropouts in internet connection.,Internet, Dropouts,Yes,Performed line quality test and adjusted settings,No,Yes
22,2023-05-23 08:15:00,CUST022,Residential,Billing,14,4,Billing,Customer requested breakdown of international calling charges on bill.,Billing, International Charges,Yes,Provided detailed call log breakdown,No,Yes
23,2023-05-24 15:20:00,CUST023,Business,Inquiry,13,5,General Inquiry,Customer inquired about options for expanding office phone system capacity.,Phone System, Expansion,Yes,Recommended scalable phone system,No,Yes
24,2023-05-25 10:45:00,CUST024,Residential,Technical,21,2,Service Interruption,Customer reported no dial tone on home landline.,Landline, No Dial Tone,Yes,Performed line test and dispatched technician,No,Yes
25,2023-05-26 12:35:00,CUST025,Residential,Billing,18,4,Billing,Customer disputed international roaming charges on mobile bill.,Billing, Roaming Charges,Yes,Investigated roaming usage and adjusted charges,No,Yes
26,2023-05-27 09:50:00,CUST026,Business,Technical,30,3,Service Interruption,Customer reported issue with auto-attendant on office phone system.,Auto Attendant, Issues,Yes,Reconfigured auto-attendant settings,No,Yes
27,2023-05-28 14:05:00,CUST027,Residential,Service Request,16,4,Technical Support,Customer requested assistance with setting up home Wi-Fi network.,Wi-Fi, Setup,Yes,Provided step-by-step setup instructions,No,Yes
28,2023-05-29 11:00:00,CUST028,Residential,Billing,24,3,Billing,Customer questioned recurring charges on bill for unused service.,Billing, Recurring Charges,Yes,Canceled unused service and issued refund,No,Yes
29,2023-05-30 08:05:00,CUST029,Residential,Technical,17,4,Service Interruption,Customer complained about slow internet speeds during peak hours.,Internet, Slow Speeds,Yes,Performed bandwidth analysis and recommended upgrade,No,Yes
30,2023-05-31 13:40:00,CUST030,Business,Inquiry,20,5,General Inquiry,Customer inquired about business internet packages and pricing.,Internet, Business Packages,Yes,Provided pricing options and features,No,Yes
31,2023-06-01 09:20:00,CUST031,Residential,Billing,22,2,Billing,Customer disputed late payment fee on bill.,Billing, Late Payment Fee,Yes,Reviewed payment history and waived fee,No,Yes
32,2023-06-02 14:10:00,CUST032,Business,Technical,18,4,Service Interruption,Customer reported inability to make outbound calls on office landline.,Landline, Outbound Calls,Yes,Checked phone line configuration and resolved issue,No,Yes
33,2023-06-03 11:55:00,CUST033,Residential,Service Request,29,3,Technical Support,Customer requested assistance with configuring parental controls on home internet.,Internet, Parental Controls,Yes,Guided customer through control setup process,No,Yes
34,2023-06-04 08:30:00,CUST034,Residential,Billing,23,4,Billing,Customer disputed roaming charges on mobile bill.,Billing, Roaming Charges,Yes,Reviewed roaming usage and adjusted charges,No,Yes
35,2023-06-05 15:15:00,CUST035,Business,Technical,14,2,Service Interruption,Customer reported office phone system not syncing with CRM software.,CRM Integration, Sync Issues,Yes,Reconfigured integration settings,No,Yes
36,2023-06-06 10:25:00,CUST036,Residential,Inquiry,26,5,General Inquiry,Customer inquired about options for upgrading home internet speed.,Internet, Upgrade Options,Yes,Recommended higher-speed packages,No,Yes
37,2023-06-07 09:45:00,CUST037,Residential,Billing,20,3,Billing,Customer disputed overage charges on mobile data usage.,Billing, Overage Charges,Yes,Investigated data usage and adjusted charges,No,Yes
38,2023-06-08 14:25:00,CUST038,Business,Technical,21,4,Service Interruption,Customer reported inability to access shared folders on office network.,Network, Access Issues,Yes,Performed network diagnostics and restored access,No,Yes
39,2023-06-09 11:10:00,CUST039,Residential,Technical,16,2,Service Interruption,Customer complained about frequent dropped calls on mobile device.,Mobile, Dropped Calls,Yes,Investigated network coverage and recommended settings,No,Yes
40,2023-06-10 08:50:00,CUST040,Residential,Billing,30,4,Billing,Customer disputed charges for premium channel subscription on cable TV bill.,Billing, Premium Channels,Yes,Verified subscription status and issued credit,No,Yes
41,2023-06-11 13:15:00,CUST041,Business,Inquiry,18,5,General Inquiry,Customer inquired about options for adding new phone lines to office system.,Phone Lines, Additions,Yes,Provided pricing and setup information,No,Yes
42,2023-06-12 09:35:00,CUST042,Residential,Technical,22,3,Service Interruption,Customer reported inability to access email on home computer.,Email, Access Issues,Yes,Assisted with email client configuration,No,Yes
43,2023-06-13 14:45:00,CUST043,Business,Service Request,19,4,Technical Support,Customer requested assistance with setting up video conferencing software on office computers.,Video Conferencing, Setup,Yes,Provided software installation guide,No,Yes
44,2023-06-14 11:05:00,CUST044,Residential,Billing,27,2,Billing,Customer disputed late payment charge on bill.,Billing, Late Payment Charge,Yes,Waived fee as one-time courtesy,No,Yes
45,2023-06-15 08:40:00,CUST045,Residential,Technical,18,4,Service Interruption,Customer reported slow internet speeds despite high-speed package subscription.,Internet, Slow Speeds,Yes,Conducted line quality test and recommended router upgrade,No,Yes
46,2023-06-16 15:30:00,CUST046,Business,Technical,23,3,Service Interruption,Customer reported issues with call forwarding feature on office phone system.,Call Forwarding, Issues,Yes,Reconfigured call forwarding settings,No,Yes
47,2023-06-17 10:55:00,CUST047,Residential,Inquiry,16,5,General Inquiry,Customer inquired about upgrading home security camera system.,Security Cameras, Upgrade,Yes,Offered advanced camera models with enhanced features,No,Yes
48,2023-06-18 09:25:00,CUST048,Residential,Billing,28,4,Billing,Customer disputed overage charges on home internet usage.,Billing, Overage Charges,Yes,Reviewed usage logs and adjusted charges,No,Yes
49,2023-06-19 14:20:00,CUST049,Business,Technical,15,2,Service Interruption,Customer reported fax machine not sending documents.,Fax, Sending Issues,Yes,Performed remote diagnostics and resolved issue,No,Yes
50,2023-06-20 11:45:00,CUST050,Residential,Service Request,24,3,Technical Support,Customer requested assistance with setting up smart home devices on Wi-Fi network.,Smart Home, Setup,Yes,Provided network configuration for smart devices,No,Yes
51,2023-06-21 08:10:00,CUST051,Residential,Billing,19,4,Billing,Customer disputed premium channel charges on cable TV bill.,Billing, Premium Channels,Yes,Verified subscription status and issued credit,No,Yes
52,2023-06-22 13:55:00,CUST052,Business,Technical,22,3,Service Interruption,Customer reported issues with call recording feature on office phone system.,Call Recording, Issues,Yes,Reconfigured call recording settings,No,Yes
53,2023-06-23 10:30:00,CUST053,Residential,Technical,18,4,Service Interruption,Customer reported slow internet speeds during peak hours.,Internet, Slow Speeds,Yes,Conducted bandwidth analysis and adjusted settings,No,Yes
54,2023-06-24 09:20:00,CUST054,Residential,Inquiry,21,5,General Inquiry,Customer inquired about options for adding home phone service.,Phone Service, Additions,Yes,Explained service plans and features,No,Yes
55,2023-06-25 14:40:00,CUST055,Business,Billing,25,2,Billing,Customer disputed charges for unused features on office phone system.,Billing, Unused Features,Yes,Reviewed account configuration and removed unused features,No,Yes
56,2023-06-26 11:15:00,CUST056,Residential,Technical,17,4,Service Interruption,Customer complained about inconsistent Wi-Fi signal strength in home.,Wi-Fi, Signal Strength,Yes,Recommended Wi-Fi extender placement,No,Yes
57,2023-06-27 08:45:00,CUST057,Residential,Service Request,29,3,Technical Support,Customer requested assistance with setting up home network printer.,Network Printer, Setup,Yes,Provided printer setup instructions,No,Yes
58,2023-06-28 15:05:00,CUST058,Business,Technical,14,4,Service Interruption,Customer reported issues with voicemail feature on office phone system.,Voicemail, Issues,Yes,Reconfigured voicemail settings,No,Yes
59,2023-06-29 10:50:00,CUST059,Residential,Billing,26,2,Billing,Customer disputed equipment rental charges on cable TV bill.,Billing, Equipment Rental,Yes,Verified rental status and issued credit,No,Yes
60,2023-06-30 09:35:00,CUST060,Residential,Technical,20,4,Service Interruption,Customer reported slow internet speeds despite high-speed package subscription.,Internet, Slow Speeds,Yes,Conducted line quality test and recommended router upgrade,No,Yes
61,2023-07-01 14:30:00,CUST061,Business,Technical,23,3,Service Interruption,Customer reported issues with call forwarding feature on office phone system.,Call Forwarding, Issues,Yes,Reconfigured call forwarding settings,No,Yes
62,2023-07-02 11:40:00,CUST062,Residential,Inquiry,16,5,General Inquiry,Customer inquired about upgrading home security camera system.,Security Cameras, Upgrade,Yes,Offered advanced camera models with enhanced features,No,Yes
63,2023-07-03 08:25:00,CUST063,Residential,Billing,18,4,Billing,Customer disputed overage charges on home internet usage.,Billing, Overage Charges,Yes,Reviewed usage logs and adjusted charges,No,Yes
64,2023-07-04 15:15:00,CUST064,Business,Technical,15,2,Service Interruption,Customer reported fax machine not sending documents.,Fax, Sending Issues,Yes,Performed remote diagnostics and resolved issue,No,Yes
65,2023-07-05 10:30:00,CUST065,Residential,Service Request,24,3,Technical Support,Customer requested assistance with setting up smart home devices on Wi-Fi network.,Smart Home, Setup,Yes,Provided network configuration for smart devices,No,Yes
66,2023-07-06 09:15:00,CUST066,Residential,Billing,19,4,Billing,Customer disputed premium channel charges on cable TV bill.,Billing, Premium Channels,Yes,Verified subscription status and issued credit,No,Yes
67,2023-07-07 14:20:00,CUST067,Business,Technical,22,3,Service Interruption,Customer reported issues with call recording feature on office phone system.,Call Recording, Issues,Yes,Reconfigured call recording settings,No,Yes
68,2023-07-08 11:50:00,CUST068,Residential,Technical,18,4,Service Interruption,Customer reported slow internet speeds during peak hours.,Internet, Slow Speeds,Yes,Conducted bandwidth analysis and adjusted settings,No,Yes
69,2023-07-09 08:40:00,CUST069,Residential,Inquiry,21,5,General Inquiry,Customer inquired about options for adding home phone service.,Phone Service, Additions,Yes,Explained service plans and features,No,Yes
70,2023-07-10 14:45:00,CUST070,Business,Billing,25,2,Billing,Customer disputed charges for unused features on office phone system.,Billing, Unused Features,Yes,Reviewed account configuration and removed unused features,No,Yes
71,2023-07-11 11:20:00,CUST071,Residential,Technical,17,4,Service Interruption,Customer complained about inconsistent Wi-Fi signal strength in home.,Wi-Fi, Signal Strength,Yes,Recommended Wi-Fi extender placement,No,Yes
72,2023-07-12 08:50:00,CUST072,Residential,Service Request,29,3,Technical Support,Customer requested assistance with setting up home network printer.,Network Printer, Setup,Yes,Provided printer setup instructions,No,Yes
73,2023-07-13 15:00:00,CUST073,Business,Technical,14,4,Service Interruption,Customer reported issues with voicemail feature on office phone system.,Voicemail, Issues,Yes,Reconfigured voicemail settings,No,Yes
74,2023-07-14 10:55:00,CUST074,Residential,Billing,26,2,Billing,Customer disputed equipment rental charges on cable TV bill.,Billing, Equipment Rental,Yes,Verified rental status and issued credit,No,Yes
75,2023-07-15 09:45:00,CUST075,Residential,Technical,20,4,Service Interruption,Customer reported slow internet speeds despite high-speed package subscription.,Internet, Slow Speeds,Yes,Conducted line quality test and recommended router upgrade,No,Yes
76,2023-07-16 14:20:00,CUST076,Business,Technical,23,3,Service Interruption,Customer reported issues with call forwarding feature on office phone system.,Call Forwarding, Issues,Yes,Reconfigured call forwarding settings,No,Yes
77,2023-07-17 11:40:00,CUST077,Residential,Inquiry,16,5,General Inquiry,Customer inquired about upgrading home security camera system.,Security Cameras, Upgrade,Yes,Offered advanced camera models with enhanced features,No,Yes
78,2023-07-18 08:25:00,CUST078,Residential,Billing,18,4,Billing,Customer disputed overage charges on home internet usage.,Billing, Overage Charges,Yes,Reviewed usage logs and adjusted charges,No,Yes
79,2023-07-19 15:15:00,CUST079,Business,Technical,15,2,Service Interruption,Customer reported fax machine not sending documents.,Fax, Sending Issues,Yes,Performed remote diagnostics and resolved issue,No,Yes
80,2023-07-20 10:30:00,CUST080,Residential,Service Request,24,3,Technical Support,Customer requested assistance with setting up smart home devices on Wi-Fi network.,Smart Home, Setup,Yes,Provided network configuration for smart devices,No,Yes
81,2023-07-21 09:15:00,CUST081,Residential,Billing,19,4,Billing,Customer disputed premium channel charges on cable TV bill.,Billing, Premium Channels,Yes,Verified subscription status and issued credit,No,Yes
82,2023-07-22 14:20:00,CUST082,Business,Technical,22,3,Service Interruption,Customer reported issues with call recording feature on office phone system.,Call Recording, Issues,Yes,Reconfigured call recording settings,No,Yes
83,2023-07-23 11:50:00,CUST083,Residential,Technical,18,4,Service Interruption,Customer reported slow internet speeds during peak hours.,Internet, Slow Speeds,Yes,Conducted bandwidth analysis and adjusted settings,No,Yes
84,2023-07-24 08:40:00,CUST084,Residential,Inquiry,21,5,General Inquiry,Customer inquired about options for adding home phone service.,Phone Service, Additions,Yes,Explained service plans and features,No,Yes
85,2023-07-25 14:45:00,CUST085,Business,Billing,25,2,Billing,Customer disputed charges for unused features on office phone system.,Billing, Unused Features,Yes,Reviewed account configuration and removed unused features,No,Yes
86,2023-07-26 11:20:00,CUST086,Residential,Technical,17,4,Service Interruption,Customer complained about inconsistent Wi-Fi signal strength in home.,Wi-Fi, Signal Strength,Yes,Recommended Wi-Fi extender placement,No,Yes
87,2023-07-27 08:50:00,CUST087,Residential,Service Request,29,3,Technical Support,Customer requested assistance with setting up home network printer.,Network Printer, Setup,Yes,Provided printer setup instructions,No,Yes
88,2023-07-28 15:00:00,CUST088,Business,Technical,14,4,Service Interruption,Customer reported issues with voicemail feature on office phone system.,Voicemail, Issues,Yes,Reconfigured voicemail settings,No,Yes
89,2023-07-29 10:55:00,CUST089,Residential,Billing,26,2,Billing,Customer disputed equipment rental charges on cable TV bill.,Billing, Equipment Rental,Yes,Verified rental status and issued credit,No,Yes
90,2023-07-30 09:45:00,CUST090,Residential,Technical,20,4,Service Interruption,Customer reported slow internet speeds despite high-speed package subscription.,Internet, Slow Speeds,Yes,Conducted line quality test and recommended router upgrade,No,Yes
91,2023-07-31 14:20:00,CUST091,Business,Technical,23,3,Service Interruption,Customer reported issues with call forwarding feature on office phone system.,Call Forwarding, Issues,Yes,Reconfigured call forwarding settings,No,Yes
92,2023-08-01 11:40:00,CUST092,Residential,Inquiry,16,5,General Inquiry,Customer inquired about upgrading home security camera system.,Security Cameras, Upgrade,Yes,Offered advanced camera models with enhanced features,No,Yes
93,2023-08-02 08:25:00,CUST093,Residential,Billing,18,4,Billing,Customer disputed overage charges on home internet usage.,Billing, Overage Charges,Yes,Reviewed usage logs and adjusted charges,No,Yes
94,2023-08-03 15:15:00,CUST094,Business,Technical,15,2,Service Interruption,Customer reported fax machine not sending documents.,Fax, Sending Issues,Yes,Performed remote diagnostics and resolved issue,No,Yes
95,2023-08-04 10:30:00,CUST095,Residential,Service Request,24,3,Technical Support,Customer requested assistance with setting up smart home devices on Wi-Fi network.,Smart Home, Setup,Yes,Provided network configuration for smart devices,No,Yes
96,2023-08-05 09:15:00,CUST096,Residential,Billing,19,4,Billing,Customer disputed premium channel charges on cable TV bill.,Billing, Premium Channels,Yes,Verified subscription status and issued credit,No,Yes
97,2023-08-06 14:20:00,CUST097,Business,Technical,22,3,Service Interruption,Customer reported issues with call recording feature on office phone system.,Call Recording, Issues,Yes,Reconfigured call recording settings,No,Yes
98,2023-08-07 11:50:00,CUST098,Residential,Technical,18,4,Service Interruption,Customer reported slow internet speeds during peak hours.,Internet, Slow Speeds,Yes,Conducted bandwidth analysis and adjusted settings,No,Yes
99,2023-08-08 08:40:00,CUST099,Residential,Inquiry,21,5,General Inquiry,Customer inquired about options for adding home phone service.,Phone Service, Additions,Yes,Explained service plans and features,No,Yes
100,2023-08-09 14:45:00,CUST100,Business,Billing,25,2,Billing,Customer disputed charges for unused features on office phone system.,Billing, Unused Features,Yes,Reviewed account configuration and removed unused features,No,Yes
101,2023-08-10 11:20:00,CUST101,Residential,Technical,17,4,Service Interruption,Customer complained about inconsistent Wi-Fi signal strength in home.,Wi-Fi, Signal Strength,Yes,Recommended Wi-Fi extender placement,No,Yes
102,2023-08-11 08:50:00,CUST102,Residential,Service Request,29,3,Technical Support,Customer requested assistance with setting up home network printer.,Network Printer, Setup,Yes,Provided printer setup instructions,No,Yes
103,2023-08-12 15:00:00,CUST103,Business,Technical,14,4,Service Interruption,Customer reported issues with voicemail feature on office phone system.,Voicemail, Issues,Yes,Reconfigured voicemail settings,No,Yes
104,2023-08-13 10:55:00,CUST104,Residential,Billing,26,2,Billing,Customer disputed equipment rental charges on cable TV bill.,Billing, Equipment Rental,Yes,Verified rental status and issued credit,No,Yes
105,2023-08-14 09:45:00,CUST105,Residential,Technical,20,4,Service Interruption,Customer reported slow internet speeds despite high-speed package subscription.,Internet, Slow Speeds,Yes,Conducted line quality test and recommended router upgrade,No,Yes
106,2023-08-15 14:20:00,CUST106,Business,Technical,23,3,Service Interruption,Customer reported issues with call forwarding feature on office phone system.,Call Forwarding, Issues,Yes,Reconfigured call forwarding settings,No,Yes
107,2023-08-16 11:40:00,CUST107,Residential,Inquiry,16,5,General Inquiry,Customer inquired about upgrading home security camera system.,Security Cameras, Upgrade,Yes,Offered advanced camera models with enhanced features,No,Yes
108,2023-08-17 08:25:00,CUST108,Residential,Billing,18,4,Billing,Customer disputed overage charges on home internet usage.,Billing, Overage Charges,Yes,Reviewed usage logs and adjusted charges,No,Yes
109,2023-08-18 15:15:00,CUST109,Business,Technical,15,2,Service Interruption,Customer reported fax machine not sending documents.,Fax, Sending Issues,Yes,Performed remote diagnostics and resolved issue,No,Yes
110,2023-08-19 10:30:00,CUST110,Residential,Service Request,24,3,Technical Support,Customer requested assistance with setting up smart home devices on Wi-Fi network.,Smart Home, Setup,Yes,Provided network configuration for smart devices,No,Yes
111,2023-08-20 09:15:00,CUST111,Residential,Billing,19,4,Billing,Customer disputed premium channel charges on cable TV bill.,Billing, Premium Channels,Yes,Verified subscription status and issued credit,No,Yes
112,2023-08-21 14:20:00,CUST112,Business,Technical,22,3,Service Interruption,Customer reported issues with call recording feature on office phone system.,Call Recording, Issues,Yes,Reconfigured call recording settings,No,Yes
113,2023-08-22 11:50:00,CUST113,Residential,Technical,18,4,Service Interruption,Customer reported slow internet speeds during peak hours.,Internet, Slow Speeds,Yes,Conducted bandwidth analysis and adjusted settings,No,Yes
114,2023-08-23 08:40:00,CUST114,Residential,Inquiry,21,5,General Inquiry,Customer inquired about options for adding home phone service.,Phone Service, Additions,Yes,Explained service plans and features,No,Yes
115,2023-08-24 14:45:00,CUST115,Business,Billing,25,2,Billing,Customer disputed charges for unused features on office phone system.,Billing, Unused Features,Yes,Reviewed account configuration and removed unused features,No,Yes
116,2023-08-25 11:20:00,CUST116,Residential,Technical,17,4,Service Interruption,Customer complained about inconsistent Wi-Fi signal strength in home.,Wi-Fi, Signal Strength,Yes,Recommended Wi-Fi extender placement,No,Yes
117,2023-08-26 08:50:00,CUST117,Residential,Service Request,29,3,Technical Support,Customer requested assistance with setting up home network printer.,Network Printer, Setup,Yes,Provided printer setup instructions,No,Yes
118,2023-08-27 15:00:00,CUST118,Business,Technical,14,4,Service Interruption,Customer reported issues with voicemail feature on office phone system.,Voicemail, Issues,Yes,Reconfigured voicemail settings,No,Yes
119,2023-08-28 10:55:00,CUST119,Residential,Billing,26,2,Billing,Customer disputed equipment rental charges on cable TV bill.,Billing, Equipment Rental,Yes,Verified rental status and issued credit,No,Yes
120,2023-08-29 09:45:00,CUST120,Residential,Technical,20,4,Service Interruption,Customer reported slow internet speeds despite high-speed package subscription.,Internet, Slow Speeds,Yes,Conducted line quality test and recommended router upgrade,No,Yes
121,2023-08-30 14:20:00,CUST121,Business,Technical,23,3,Service Interruption,Customer reported issues with call forwarding feature on office phone system.,Call Forwarding, Issues,Yes,Reconfigured call forwarding settings,No,Yes
122,2023-08-31 11:40:00,CUST122,Residential,Inquiry,16,5,General Inquiry,Customer inquired about upgrading home security camera system.,Security Cameras, Upgrade,Yes,Offered advanced camera models with enhanced features,No,Yes
123,2023-09-01 08:25:00,CUST123,Residential,Billing,18,4,Billing,Customer disputed overage charges on home internet usage.,Billing, Overage Charges,Yes,Reviewed usage logs and adjusted charges,No,Yes
124,2023-09-02 15:15:00,CUST124,Business,Technical,15,2,Service Interruption,Customer reported fax machine not sending documents.,Fax, Sending Issues,Yes,Performed remote diagnostics and resolved issue,No,Yes
125,2023-09-03 10:30:00,CUST125,Residential,Service Request,24,3,Technical Support,Customer requested assistance with setting up smart home devices on Wi-Fi network.,Smart Home, Setup,Yes,Provided network configuration for smart devices,No,Yes
126,2023-09-04 09:15:00,CUST126,Residential,Billing,19,4,Billing,Customer disputed premium channel charges on cable TV bill.,Billing, Premium Channels,Yes,Verified subscription status and issued credit,No,Yes
127,2023-09-05 14:20:00,CUST127,Business,Technical,22,3,Service Interruption,Customer reported issues with call recording feature on office phone system.,Call Recording, Issues,Yes,Reconfigured call recording settings,No,Yes
128,2023-09-06 11:50:00,CUST128,Residential,Technical,18,4,Service Interruption,Customer reported slow internet speeds during peak hours.,Internet, Slow Speeds,Yes,Conducted bandwidth analysis and adjusted settings,No,Yes
129,2023-09-07 08:40:00,CUST129,Residential,Inquiry,21,5,General Inquiry,Customer inquired about options for adding home phone service.,Phone Service, Additions,Yes,Explained service plans and features,No,Yes
130,2023-09-08 14:45:00,CUST130,Business,Billing,25,2,Billing,Customer disputed charges for unused features on office phone system.,Billing, Unused Features,Yes,Reviewed account configuration and removed unused features,No,Yes
131,2023-09-09 11:20:00,CUST131,Residential,Technical,17,4,Service Interruption,Customer complained about inconsistent Wi-Fi signal strength in home.,Wi-Fi, Signal Strength,Yes,Recommended Wi-Fi extender placement,No,Yes
132,2023-09-10 08:50:00,CUST132,Residential,Service Request,29,3,Technical Support,Customer requested assistance with setting up home network printer.,Network Printer, Setup,Yes,Provided printer setup instructions,No,Yes
133,2023-09-11 15:00:00,CUST133,Business,Technical,14,4,Service Interruption,Customer reported issues with voicemail feature on office phone system.,Voicemail, Issues,Yes,Reconfigured voicemail settings,No,Yes
134,2023-09-12 10:55:00,CUST134,Residential,Billing,26,2,Billing,Customer disputed equipment rental charges on cable TV bill.,Billing, Equipment Rental,Yes,Verified rental status and issued credit,No,Yes
135,2023-09-13 09:45:00,CUST135,Residential,Technical,20,4,Service Interruption,Customer reported slow internet speeds despite high-speed package subscription.,Internet, Slow Speeds,Yes,Conducted line quality test and recommended router upgrade,No,Yes
136,2023-09-14 14:20:00,CUST136,Business,Technical,23,3,Service Interruption,Customer reported issues with call forwarding feature on office phone system.,Call Forwarding, Issues,Yes,Reconfigured call forwarding settings,No,Yes
137,2023-09-15 11:40:00,CUST137,Residential,Inquiry,16,5,General Inquiry,Customer inquired about upgrading home security camera system.,Security Cameras, Upgrade,Yes,Offered advanced camera models with enhanced features,No,Yes
138,2023-09-16 08:25:00,CUST138,Residential,Billing,18,4,Billing,Customer disputed overage charges on home internet usage.,Billing, Overage Charges,Yes,Reviewed usage logs and adjusted charges,No,Yes
139,2023-09-17 15:15:00,CUST139,Business,Technical,15,2,Service Interruption,Customer reported fax machine not sending documents.,Fax, Sending Issues,Yes,Performed remote diagnostics and resolved issue,No,Yes
140,2023-09-18 10:30:00,CUST140,Residential,Service Request,24,3,Technical Support,Customer requested assistance with setting up smart home devices on Wi-Fi network.,Smart Home, Setup,Yes,Provided network configuration for smart devices,No,Yes
141,2023-09-19 09:15:00,CUST141,Residential,Billing,19,4,Billing,Customer disputed premium channel charges on cable TV bill.,Billing, Premium Channels,Yes,Verified subscription status and issued credit,No,Yes
142,2023-09-20 14:20:00,CUST142,Business,Technical,22,3,Service Interruption,Customer reported issues with call recording feature on office phone system.,Call Recording, Issues,Yes,Reconfigured call recording settings,No,Yes
143,2023-09-21 11:50:00,CUST143,Residential,Technical,18,4,Service Interruption,Customer reported slow internet speeds during peak hours.,Internet, Slow Speeds,Yes,Conducted bandwidth analysis and adjusted settings,No,Yes
144,2023-09-22 08:40:00,CUST144,Residential,Inquiry,21,5,General Inquiry,Customer inquired about options for adding home phone service.,Phone Service, Additions,Yes,Explained service plans and features,No,Yes
145,2023-09-23 14:45:00,CUST145,Business,Billing,25,2,Billing,Customer disputed charges for unused features on office phone system.,Billing, Unused Features,Yes,Reviewed account configuration and removed unused features,No,Yes
146,2023-09-24 11:20:00,CUST146,Residential,Technical,17,4,Service Interruption,Customer complained about inconsistent Wi-Fi signal strength in home.,Wi-Fi, Signal Strength,Yes,Recommended Wi-Fi extender placement,No,Yes
